lat,long,Category,Source,name,website,address,latlong,Youth Count,Youth Impact,Career Impact,Poverty Impact
41.878737,-87.669051,hospital,Google,,,,41.878737-87.669051,379,0.07,0.15,0.29
41.874214,-87.668229,hospital,Google,,,,41.874214-87.668229,379,0.07,0.15,0.29
41.875147,-87.667962,hospital,Google,,,,41.875147-87.667962,379,0.07,0.15,0.29
41.874186,-87.668502,hospital,Google,,,,41.874186-87.668502,379,0.07,0.15,0.29
41.874168,-87.667548,hospital,Google,,,,41.874168-87.667548,379,0.07,0.15,0.29
41.874168,-87.667548,hospital,Google,,,,41.874168-87.667548,379,0.07,0.15,0.29
41.875058,-87.669147,hospital,Google,,,,41.875058-87.669147,379,0.07,0.15,0.29
41.874972,-87.669274,hospital,Google,,,,41.874972-87.669274,379,0.07,0.15,0.29
41.874875,-87.668992,hospital,Google,,,,41.874875-87.668992,379,0.07,0.15,0.29
41.8715446,-87.6601167,park,Google,,,,41.8715446-87.6601167,379,0.07,0.15,0.29
41.8707221,-87.6578047,park,Google,,,,41.8707221-87.6578047,379,0.07,0.15,0.29
41.869506,-87.656486,hospital,Google,,,,41.869506-87.656486,379,0.07,0.15,0.29
41.871545,-87.660117,park,Google,,,,41.871545-87.660117,379,0.07,0.15,0.29
41.869407,-87.662993,cafe,Google,,,,41.869407-87.662993,379,0.07,0.15,0.29
41.8645051,-87.6571882,park,Google,,,,41.8645051-87.6571882,379,0.07,0.15,0.29
41.865143,-87.656744,local_government_office,Google,,,,41.865143-87.656744,379,0.07,0.15,0.29
41.86445,-87.657533,park,Google,,,,41.86445-87.657533,379,0.07,0.15,0.29
41.869105,-87.661844,cafe,Google,,,,41.869105-87.661844,379,0.07,0.15,0.29
41.8643263,-87.6636615,park,Google,,,,41.8643263-87.6636615,379,0.07,0.15,0.29
41.865443,-87.661659,local_government_office,Google,,,,41.865443-87.661659,379,0.07,0.15,0.29
41.86471,-87.66163,local_government_office,Google,,,,41.86471-87.66163,379,0.07,0.15,0.29
41.873233,-87.667016,hospital,Google,,,,41.873233-87.667016,379,0.07,0.15,0.29
41.873448,-87.668928,university,Google,,,,41.873448-87.668928,379,0.07,0.15,0.29
41.86916,-87.667714,university,Google,,,,41.86916-87.667714,379,0.07,0.15,0.29
41.874274,-87.669128,hospital,Google,,,,41.874274-87.669128,379,0.07,0.15,0.29
41.873915,-87.669087,library,Google,,,,41.873915-87.669087,379,0.07,0.15,0.29
41.873584,-87.670029,hospital,Google,,,,41.873584-87.670029,379,0.07,0.15,0.29
41.871593,-87.670651,library,Google,,,,41.871593-87.670651,379,0.07,0.15,0.29
41.869521,-87.670513,hospital,Google,,,,41.869521-87.670513,379,0.07,0.15,0.29
41.869611,-87.670491,hospital,Google,,,,41.869611-87.670491,379,0.07,0.15,0.29
41.870916,-87.671643,university,Google,,,,41.870916-87.671643,379,0.07,0.15,0.29
41.870705,-87.672291,university,Google,,,,41.870705-87.672291,379,0.07,0.15,0.29
41.869944,-87.6716,university,Google,,,,41.869944-87.6716,379,0.07,0.15,0.29
41.866941,-87.666373,university,Google,,,,41.866941-87.666373,379,0.07,0.15,0.29
41.869358,-87.670512,hospital,Google,,,,41.869358-87.670512,379,0.07,0.15,0.29
41.868378,-87.672018,hospital,Google,,,,41.868378-87.672018,379,0.07,0.15,0.29
41.881136,-87.679342,library,Google,,,,41.881136-87.679342,97,0.02,0.06,0.17
41.8792235,-87.6793784,park,Google,,,,41.8792235-87.6793784,379,0.07,0.15,0.29
41.876334,-87.67422,library,Google,,,,41.876334-87.67422,379,0.07,0.15,0.29
41.876334,-87.67422,university,Google,,,,41.876334-87.67422,379,0.07,0.15,0.29
41.876974,-87.674138,university,Google,,,,41.876974-87.674138,379,0.07,0.15,0.29
41.873604,-87.679457,local_government_office,Google,,,,41.873604-87.679457,379,0.07,0.15,0.29
41.874073,-87.680008,hospital,Google,,,,41.874073-87.680008,379,0.07,0.15,0.29
41.883637,-87.686605,university,Google,,,,41.883637-87.686605,97,0.02,0.06,0.17
41.87906,-87.688893,local_government_office,Google,,,,41.87906-87.688893,379,0.07,0.15,0.29
41.873002,-87.67382,hospital,Google,,,,41.873002-87.67382,379,0.07,0.15,0.29
41.873904,-87.67421,hospital,Google,,,,41.873904-87.67421,379,0.07,0.15,0.29
41.873342,-87.674753,hospital,Google,,,,41.873342-87.674753,379,0.07,0.15,0.29
41.87314,-87.675726,hospital,Google,,,,41.87314-87.675726,379,0.07,0.15,0.29
41.872808,-87.675965,hospital,Google,,,,41.872808-87.675965,379,0.07,0.15,0.29
41.871085,-87.673884,university,Google,,,,41.871085-87.673884,379,0.07,0.15,0.29
41.87004,-87.673559,university,Google,,,,41.87004-87.673559,379,0.07,0.15,0.29
41.870277,-87.676669,hospital,Google,,,,41.870277-87.676669,379,0.07,0.15,0.29
41.87122,-87.676553,hospital,Google,,,,41.87122-87.676553,379,0.07,0.15,0.29
41.87122,-87.676553,hospital,Google,,,,41.87122-87.676553,379,0.07,0.15,0.29
41.870885,-87.6767,hospital,Google,,,,41.870885-87.6767,379,0.07,0.15,0.29
41.869269,-87.680739,hospital,Google,,,,41.869269-87.680739,379,0.07,0.15,0.29
41.869413,-87.679504,local_government_office,Google,,,,41.869413-87.679504,379,0.07,0.15,0.29
41.870686,-87.679058,local_government_office,Google,,,,41.870686-87.679058,379,0.07,0.15,0.29
41.868824,-87.678951,university,Google,,,,41.868824-87.678951,379,0.07,0.15,0.29
41.867794,-87.68031,local_government_office,Google,,,,41.867794-87.68031,379,0.07,0.15,0.29
41.873125,-87.685057,park,Google,,,,41.873125-87.685057,379,0.07,0.15,0.29
41.867954,-87.682309,university,Google,,,,41.867954-87.682309,379,0.07,0.15,0.29
41.86781,-87.682158,local_government_office,Google,,,,41.86781-87.682158,379,0.07,0.15,0.29
42.135706,-87.75228,park,Google,,,,42.135706-87.75228,589,0.09,0.14,0.09
42.138267,-87.751012,local_government_office,Google,,,,42.138267-87.751012,589,0.09,0.14,0.09
42.098953,-87.716184,park,Google,,,,42.098953-87.716184,329,0.19,0.02,0.02
42.097704,-87.714937,park,Google,,,,42.097704-87.714937,329,0.19,0.03,0.15
42.096454,-87.72573,park,Google,,,,42.096454-87.72573,329,0.19,0.03,0.15
42.116486,-87.732343,park,Google,,,,42.116486-87.732343,589,0.09,0.14,0.09
42.13004,-87.75087,local_government_office,Google,,,,42.13004-87.75087,589,0.09,0.14,0.09
42.123929,-87.749247,park,Google,,,,42.123929-87.749247,589,0.09,0.14,0.09
42.126953,-87.750191,park,Google,,,,42.126953-87.750191,589,0.09,0.14,0.09
42.134066,-87.7579,library,Google,,,,42.134066-87.7579,589,0.09,0.14,0.09
42.133989,-87.758372,local_government_office,Google,,,,42.133989-87.758372,589,0.09,0.14,0.09
42.1269531,-87.7501913,park,Google,,,,42.1269531-87.7501913,589,0.09,0.14,0.09
42.1239617,-87.7551133,park,Google,,,,42.1239617-87.7551133,589,0.09,0.14,0.09
42.117861,-87.744155,park,Google,,,,42.117861-87.744155,589,0.09,0.14,0.09
42.117727,-87.7441919,park,Google,,,,42.117727-87.7441919,589,0.09,0.14,0.09
42.11782,-87.746276,park,Google,,,,42.11782-87.746276,589,0.09,0.14,0.09
42.124244,-87.754864,park,Google,,,,42.124244-87.754864,589,0.09,0.14,0.09
42.115168,-87.755798,park,Google,,,,42.115168-87.755798,589,0.09,0.14,0.09
42.11403,-87.730742,park,Google,,,,42.11403-87.730742,589,0.09,0.14,0.09
42.111336,-87.72912,park,Google,,,,42.111336-87.72912,589,0.09,0.14,0.09
42.110357,-87.730134,park,Google,,,,42.110357-87.730134,589,0.09,0.14,0.09
42.106034,-87.732086,local_government_office,Google,,,,42.106034-87.732086,589,0.09,0.07,0.03
42.1165648,-87.7321906,park,Google,,,,42.1165648-87.7321906,589,0.09,0.14,0.09
42.106958,-87.735306,cafe,Google,,,,42.106958-87.735306,589,0.09,0.07,0.03
42.105208,-87.728948,park,Google,,,,42.105208-87.728948,329,0.19,0.07,0.03
42.1049137,-87.7286512,park,Google,,,,42.1049137-87.7286512,329,0.19,0.03,0.03
42.104907,-87.733154,park,Google,,,,42.104907-87.733154,329,0.19,0.03,0.03
42.1048533,-87.7334217,park,Google,,,,42.1048533-87.7334217,329,0.19,0.03,0.03
42.104242,-87.733117,library,Google,,,,42.104242-87.733117,329,0.19,0.03,0.03
42.098546,-87.727768,park,Google,,,,42.098546-87.727768,329,0.19,0.03,0.15
42.105206,-87.733803,local_government_office,Google,,,,42.105206-87.733803,329,0.19,0.07,0.03
42.105212,-87.733999,local_government_office,Google,,,,42.105212-87.733999,329,0.19,0.07,0.03
42.105086,-87.733795,local_government_office,Google,,,,42.105086-87.733795,329,0.19,0.03,0.03
42.105148,-87.733799,local_government_office,Google,,,,42.105148-87.733799,329,0.19,0.03,0.03
42.105914,-87.735042,cafe,Google,,,,42.105914-87.735042,589,0.09,0.07,0.03
42.104473,-87.73465,local_government_office,Google,,,,42.104473-87.73465,329,0.19,0.03,0.03
42.1052227,-87.7364991,park,Google,,,,42.1052227-87.7364991,329,0.19,0.07,0.03
42.105246,-87.736496,park,Google,,,,42.105246-87.736496,329,0.19,0.07,0.03
42.106574,-87.746873,park,Google,,,,42.106574-87.746873,589,0.09,0.07,0.03
42.1069351,-87.75296,park,Google,,,,42.1069351-87.75296,589,0.09,0.07,0.03
42.105929,-87.751823,local_government_office,Google,,,,42.105929-87.751823,589,0.09,0.07,0.03
42.105444,-87.75396,park,Google,,,,42.105444-87.75396,329,0.19,0.07,0.03
42.0987959,-87.7474224,park,Google,,,,42.0987959-87.7474224,329,0.19,0.03,0.15
42.099373,-87.747893,park,Google,,,,42.099373-87.747893,329,0.19,0.03,0.03
42.1025989,-87.7523447,park,Google,,,,42.1025989-87.7523447,329,0.19,0.03,0.03
42.102265,-87.753119,park,Google,,,,42.102265-87.753119,329,0.19,0.03,0.03
42.1233997,-87.7738735,park,Google,,,,42.1233997-87.7738735,589,0.09,0.14,0.09
42.166388,-87.769742,park,Google,,,,42.166388-87.769742,589,0.09,0.14,0.09
42.1589258,-87.7754109,park,Google,,,,42.1589258-87.7754109,589,0.09,0.14,0.09
42.159109,-87.776009,park,Google,,,,42.159109-87.776009,589,0.09,0.14,0.09
42.1659363,-87.7789466,park,Google,,,,42.1659363-87.7789466,589,0.09,0.14,0.09
42.165936,-87.778947,park,Google,,,,42.165936-87.778947,589,0.09,0.14,0.09
42.1697864,-87.7866321,park,Google,,,,42.1697864-87.7866321,589,0.09,0.14,0.09
42.1666777,-87.7854026,park,Google,,,,42.1666777-87.7854026,589,0.09,0.14,0.09
42.165915,-87.782996,library,Google,,,,42.165915-87.782996,589,0.09,0.14,0.09
42.165706,-87.782632,cafe,Google,,,,42.165706-87.782632,589,0.09,0.14,0.09
42.17118,-87.787821,park,Google,,,,42.17118-87.787821,589,0.09,0.14,0.09
42.171705,-87.787616,park,Google,,,,42.171705-87.787616,589,0.09,0.14,0.09
42.170727,-87.786838,park,Google,,,,42.170727-87.786838,589,0.09,0.14,0.09
42.166717,-87.785489,park,Google,,,,42.166717-87.785489,589,0.09,0.14,0.09
42.1591746,-87.7883228,park,Google,,,,42.1591746-87.7883228,589,0.09,0.14,0.09
42.15888,-87.788283,park,Google,,,,42.15888-87.788283,589,0.09,0.14,0.09
42.149306,-87.7726436,park,Google,,,,42.149306-87.7726436,589,0.09,0.14,0.09
42.149594,-87.77301,park,Google,,,,42.149594-87.77301,589,0.09,0.14,0.09
42.1500777,-87.7806376,park,Google,,,,42.1500777-87.7806376,589,0.09,0.14,0.09
42.14242,-87.765161,park,Google,,,,42.14242-87.765161,589,0.09,0.14,0.09
42.142875,-87.765172,park,Google,,,,42.142875-87.765172,589,0.09,0.14,0.09
42.134978,-87.760122,park,Google,,,,42.134978-87.760122,589,0.09,0.14,0.09
42.149871,-87.780381,park,Google,,,,42.149871-87.780381,589,0.09,0.14,0.09
42.149541,-87.788917,park,Google,,,,42.149541-87.788917,589,0.09,0.14,0.09
42.148937,-87.789555,cafe,Google,,,,42.148937-87.789555,589,0.09,0.14,0.09
42.148049,-87.792252,park,Google,,,,42.148049-87.792252,589,0.09,0.14,0.09
42.148268,-87.790884,park,Google,,,,42.148268-87.790884,589,0.09,0.14,0.09
42.146772,-87.786416,park,Google,,,,42.146772-87.786416,589,0.09,0.14,0.09
42.148316,-87.790005,park,Google,,,,42.148316-87.790005,589,0.09,0.14,0.09
42.147305,-87.787526,park,Google,,,,42.147305-87.787526,589,0.09,0.14,0.09
42.147487,-87.790225,park,Google,,,,42.147487-87.790225,589,0.09,0.14,0.09
42.148733,-87.790436,park,Google,,,,42.148733-87.790436,589,0.09,0.14,0.09
42.147706,-87.791166,park,Google,,,,42.147706-87.791166,589,0.09,0.14,0.09
42.148447,-87.792022,park,Google,,,,42.148447-87.792022,589,0.09,0.14,0.09
42.136949,-87.791541,cafe,Google,,,,42.136949-87.791541,589,0.09,0.14,0.09
42.1616112,-87.8027674,park,Google,,,,42.1616112-87.8027674,589,0.09,0.14,0.09
42.163498,-87.804345,park,Google,,,,42.163498-87.804345,589,0.09,0.14,0.09
42.165832,-87.805687,park,Google,,,,42.165832-87.805687,589,0.09,0.14,0.09
42.162545,-87.803013,park,Google,,,,42.162545-87.803013,589,0.09,0.14,0.09
42.160534,-87.802921,park,Google,,,,42.160534-87.802921,589,0.09,0.14,0.09
42.1546019,-87.8073765,park,Google,,,,42.1546019-87.8073765,589,0.09,0.14,0.09
42.154339,-87.807152,park,Google,,,,42.154339-87.807152,589,0.09,0.14,0.09
42.1629273,-87.816724,park,Google,,,,42.1629273-87.816724,589,0.09,0.14,0.09
42.163975,-87.816125,park,Google,,,,42.163975-87.816125,589,0.09,0.14,0.09
42.171181,-87.822153,park,Google,,,,42.171181-87.822153,589,0.09,0.14,0.09
42.171314,-87.824552,cafe,Google,,,,42.171314-87.824552,589,0.09,0.14,0.09
42.1728584,-87.8264221,park,Google,,,,42.1728584-87.8264221,589,0.09,0.14,0.09
42.172966,-87.826527,park,Google,,,,42.172966-87.826527,589,0.09,0.14,0.09
42.162927,-87.816724,park,Google,,,,42.162927-87.816724,589,0.09,0.14,0.09
42.160036,-87.825392,park,Google,,,,42.160036-87.825392,589,0.09,0.14,0.09
42.1598772,-87.8251936,park,Google,,,,42.1598772-87.8251936,589,0.09,0.14,0.09
42.1562207,-87.8276506,park,Google,,,,42.1562207-87.8276506,589,0.09,0.14,0.09
42.156845,-87.82596,park,Google,,,,42.156845-87.82596,589,0.09,0.14,0.09
42.148723,-87.798956,cafe,Google,,,,42.148723-87.798956,589,0.09,0.14,0.09
42.1492803,-87.8115242,park,Google,,,,42.1492803-87.8115242,589,0.09,0.14,0.09
42.141254,-87.793477,cafe,Google,,,,42.141254-87.793477,589,0.09,0.14,0.09
42.1351045,-87.8046111,park,Google,,,,42.1351045-87.8046111,589,0.09,0.14,0.09
42.12746,-87.7923186,park,Google,,,,42.12746-87.7923186,589,0.09,0.14,0.09
42.1403238,-87.8193577,park,Google,,,,42.1403238-87.8193577,589,0.09,0.14,0.09
42.134342,-87.805038,park,Google,,,,42.134342-87.805038,589,0.09,0.14,0.09
42.149395,-87.811497,park,Google,,,,42.149395-87.811497,589,0.09,0.14,0.09
42.149754,-87.817774,cafe,Google,,,,42.149754-87.817774,589,0.09,0.14,0.09
42.152361,-87.8204,university,Google,,,,42.152361-87.8204,589,0.09,0.14,0.09
42.140613,-87.819221,park,Google,,,,42.140613-87.819221,589,0.09,0.14,0.09
42.1405559,-87.8316429,park,Google,,,,42.1405559-87.8316429,589,0.09,0.14,0.09
42.135093,-87.824472,park,Google,,,,42.135093-87.824472,589,0.09,0.14,0.09
42.1350176,-87.8244258,park,Google,,,,42.1350176-87.8244258,589,0.09,0.14,0.09
42.134317,-87.759507,cafe,Google,,,,42.134317-87.759507,589,0.09,0.14,0.09
42.125236,-87.776519,park,Google,,,,42.125236-87.776519,589,0.09,0.14,0.09
42.117169,-87.762228,park,Google,,,,42.117169-87.762228,589,0.09,0.14,0.09
42.115706,-87.770982,park,Google,,,,42.115706-87.770982,589,0.09,0.14,0.09
42.13225,-87.787842,cafe,Google,,,,42.13225-87.787842,589,0.09,0.14,0.09
42.124903,-87.783504,hospital,Google,,,,42.124903-87.783504,589,0.09,0.14,0.09
42.10627,-87.771681,hospital,Google,,,,42.10627-87.771681,589,0.09,0.07,0.03
42.097676,-87.764232,park,Google,,,,42.097676-87.764232,329,0.19,0.03,0.15
42.097186,-87.767202,park,Google,,,,42.097186-87.767202,329,0.19,0.03,0.15
42.103261,-87.769466,local_government_office,Google,,,,42.103261-87.769466,329,0.19,0.03,0.03
42.101022,-87.770211,local_government_office,Google,,,,42.101022-87.770211,329,0.19,0.03,0.03
42.1021559,-87.7772557,park,Google,,,,42.1021559-87.7772557,329,0.19,0.03,0.03
42.100413,-87.770269,library,Google,,,,42.100413-87.770269,329,0.19,0.03,0.03
42.100867,-87.775977,park,Google,,,,42.100867-87.775977,329,0.19,0.03,0.03
42.11258,-87.778183,local_government_office,Google,,,,42.11258-87.778183,589,0.09,0.14,0.09
42.10163,-87.780437,park,Google,,,,42.10163-87.780437,329,0.19,0.03,0.03
42.102295,-87.777486,park,Google,,,,42.102295-87.777486,329,0.19,0.03,0.03
42.128597,-87.795449,park,Google,,,,42.128597-87.795449,589,0.09,0.14,0.09
42.12456,-87.810995,park,Google,,,,42.12456-87.810995,589,0.09,0.14,0.09
42.125366,-87.815019,park,Google,,,,42.125366-87.815019,589,0.09,0.14,0.09
42.1287501,-87.8195113,park,Google,,,,42.1287501-87.8195113,589,0.09,0.14,0.09
42.1235712,-87.8150571,park,Google,,,,42.1235712-87.8150571,589,0.09,0.14,0.09
42.131251,-87.826883,cafe,Google,,,,42.131251-87.826883,589,0.09,0.14,0.09
42.129003,-87.820415,park,Google,,,,42.129003-87.820415,589,0.09,0.14,0.09
42.1284061,-87.8258079,park,Google,,,,42.1284061-87.8258079,589,0.09,0.14,0.09
42.12832,-87.825862,park,Google,,,,42.12832-87.825862,589,0.09,0.14,0.09
42.1183859,-87.8201746,park,Google,,,,42.1183859-87.8201746,589,0.09,0.14,0.09
42.123995,-87.818111,park,Google,,,,42.123995-87.818111,589,0.09,0.14,0.09
42.123564,-87.819582,park,Google,,,,42.123564-87.819582,589,0.09,0.14,0.09
42.118386,-87.820175,park,Google,,,,42.118386-87.820175,589,0.09,0.14,0.09
42.117562,-87.827565,local_government_office,Google,,,,42.117562-87.827565,589,0.09,0.14,0.09
42.112417,-87.801938,local_government_office,Google,,,,42.112417-87.801938,589,0.09,0.14,0.09
42.106565,-87.803719,cafe,Google,,,,42.106565-87.803719,589,0.09,0.07,0.03
42.102131,-87.797129,university,Google,,,,42.102131-87.797129,329,0.19,0.03,0.03
42.099757,-87.801009,hospital,Google,,,,42.099757-87.801009,329,0.19,0.03,0.03
42.0931043,-87.8046111,park,Google,,,,42.0931043-87.8046111,329,0.19,0.03,0.15
42.1011879,-87.8195812,park,Google,,,,42.1011879-87.8195812,329,0.19,0.03,0.03
42.099099,-87.817935,park,Google,,,,42.099099-87.817935,329,0.19,0.03,0.03
42.097715,-87.816891,cafe,Google,,,,42.097715-87.816891,329,0.19,0.03,0.15
42.0909129,-87.8193577,park,Google,,,,42.0909129-87.8193577,329,0.19,0.03,0.15
42.101188,-87.819581,park,Google,,,,42.101188-87.819581,329,0.19,0.03,0.03
42.098639,-87.823506,hospital,Google,,,,42.098639-87.823506,329,0.19,0.03,0.15
42.0853003,-87.697708,park,Google,,,,42.0853003-87.697708,329,0.19,0.03,0.15
42.077124,-87.706313,cafe,Google,,,,42.077124-87.706313,329,0.19,0.03,0.15
42.0978501,-87.7151065,park,Google,,,,42.0978501-87.7151065,329,0.19,0.03,0.15
42.09128,-87.719802,park,Google,,,,42.09128-87.719802,329,0.19,0.03,0.15
42.0949196,-87.7231107,park,Google,,,,42.0949196-87.7231107,329,0.19,0.03,0.15
42.094689,-87.7229,park,Google,,,,42.094689-87.7229,329,0.19,0.03,0.15
42.0880131,-87.7175695,park,Google,,,,42.0880131-87.7175695,329,0.19,0.03,0.15
42.090012,-87.717831,local_government_office,Google,,,,42.090012-87.717831,329,0.19,0.03,0.15
42.08816,-87.717756,park,Google,,,,42.08816-87.717756,329,0.19,0.03,0.15
42.087169,-87.722708,local_government_office,Google,,,,42.087169-87.722708,329,0.19,0.03,0.15
42.087169,-87.722708,library,Google,,,,42.087169-87.722708,329,0.19,0.03,0.15
42.076963,-87.707345,cafe,Google,,,,42.076963-87.707345,329,0.19,0.03,0.15
42.07867,-87.713875,park,Google,,,,42.07867-87.713875,329,0.19,0.03,0.15
42.078099,-87.71389,park,Google,,,,42.078099-87.71389,329,0.19,0.03,0.15
42.08639,-87.717945,local_government_office,Google,,,,42.08639-87.717945,329,0.19,0.03,0.15
42.081265,-87.723771,park,Google,,,,42.081265-87.723771,329,0.19,0.03,0.15
42.073874,-87.692818,cafe,Google,,,,42.073874-87.692818,329,0.19,0.03,0.15
42.071621,-87.69121,park,Google,,,,42.071621-87.69121,329,0.19,0.03,0.15
42.06778,-87.691974,park,Google,,,,42.06778-87.691974,329,0.19,0.03,0.15
42.067049,-87.696784,park,Google,,,,42.067049-87.696784,329,0.19,0.03,0.15
42.068024,-87.70097,park,Google,,,,42.068024-87.70097,329,0.19,0.03,0.15
42.064416,-87.696568,hospital,Google,,,,42.064416-87.696568,329,0.19,0.03,0.15
42.0561217,-87.6990939,park,Google,,,,42.0561217-87.6990939,329,0.19,0.03,0.15
42.059087,-87.696916,park,Google,,,,42.059087-87.696916,329,0.19,0.03,0.15
42.064294,-87.702055,library,Google,,,,42.064294-87.702055,329,0.19,0.03,0.15
42.064215,-87.702685,cafe,Google,,,,42.064215-87.702685,329,0.19,0.03,0.15
42.0659665,-87.7044834,park,Google,,,,42.0659665-87.7044834,329,0.19,0.03,0.15
42.065865,-87.704336,park,Google,,,,42.065865-87.704336,329,0.19,0.03,0.15
42.062373,-87.704689,park,Google,,,,42.062373-87.704689,329,0.19,0.03,0.15
42.064124,-87.707272,park,Google,,,,42.064124-87.707272,329,0.19,0.03,0.15
42.063957,-87.7077,park,Google,,,,42.063957-87.7077,329,0.19,0.03,0.15
42.061932,-87.705717,park,Google,,,,42.061932-87.705717,329,0.19,0.03,0.15
42.075396,-87.708131,park,Google,,,,42.075396-87.708131,329,0.19,0.03,0.15
42.075396,-87.708131,park,Google,,,,42.075396-87.708131,329,0.19,0.03,0.15
42.075396,-87.708131,local_government_office,Google,,,,42.075396-87.708131,329,0.19,0.03,0.15
42.074837,-87.709464,library,Google,,,,42.074837-87.709464,329,0.19,0.03,0.15
42.0674851,-87.7264967,park,Google,,,,42.0674851-87.7264967,329,0.19,0.03,0.15
42.064387,-87.715849,local_government_office,Google,,,,42.064387-87.715849,329,0.19,0.03,0.15
42.0597738,-87.7117197,park,Google,,,,42.0597738-87.7117197,329,0.19,0.03,0.15
42.059908,-87.711841,park,Google,,,,42.059908-87.711841,329,0.19,0.03,0.15
42.063545,-87.723782,park,Google,,,,42.063545-87.723782,329,0.19,0.03,0.15
42.0584905,-87.7249576,park,Google,,,,42.0584905-87.7249576,329,0.19,0.03,0.15
42.085935,-87.729665,local_government_office,Google,,,,42.085935-87.729665,329,0.19,0.03,0.15
42.085579,-87.734937,park,Google,,,,42.085579-87.734937,329,0.19,0.03,0.15
42.0858817,-87.7348066,park,Google,,,,42.0858817-87.7348066,329,0.19,0.03,0.15
42.075145,-87.7388071,park,Google,,,,42.075145-87.7388071,329,0.19,0.03,0.15
42.083071,-87.749585,park,Google,,,,42.083071-87.749585,329,0.19,0.03,0.15
42.0830815,-87.749576,park,Google,,,,42.0830815-87.749576,329,0.19,0.03,0.15
42.082952,-87.75719,cafe,Google,,,,42.082952-87.75719,329,0.19,0.03,0.15
42.079503,-87.754054,park,Google,,,,42.079503-87.754054,329,0.19,0.03,0.15
42.0701033,-87.7338833,park,Google,,,,42.0701033-87.7338833,329,0.19,0.03,0.15
42.068091,-87.726418,park,Google,,,,42.068091-87.726418,329,0.19,0.03,0.15
42.070176,-87.733338,park,Google,,,,42.070176-87.733338,329,0.19,0.03,0.15
42.075735,-87.73832,park,Google,,,,42.075735-87.73832,329,0.19,0.03,0.15
42.068718,-87.73359,local_government_office,Google,,,,42.068718-87.73359,329,0.19,0.03,0.15
42.068718,-87.73359,park,Google,,,,42.068718-87.73359,329,0.19,0.03,0.15
42.065648,-87.727237,cafe,Google,,,,42.065648-87.727237,329,0.19,0.03,0.15
42.0634121,-87.7237263,park,Google,,,,42.0634121-87.7237263,329,0.19,0.03,0.15
42.058521,-87.724838,park,Google,,,,42.058521-87.724838,329,0.19,0.03,0.15
42.0593757,-87.7306518,park,Google,,,,42.0593757-87.7306518,329,0.19,0.03,0.15
42.059493,-87.730727,park,Google,,,,42.059493-87.730727,329,0.19,0.03,0.15
42.059069,-87.733938,park,Google,,,,42.059069-87.733938,329,0.19,0.03,0.15
42.075307,-87.744228,library,Google,,,,42.075307-87.744228,329,0.19,0.03,0.15
42.067805,-87.743458,park,Google,,,,42.067805-87.743458,329,0.19,0.03,0.15
42.0704735,-87.748871,park,Google,,,,42.0704735-87.748871,329,0.19,0.03,0.15
42.068648,-87.748607,park,Google,,,,42.068648-87.748607,329,0.19,0.03,0.15
42.068648,-87.748607,park,Google,,,,42.068648-87.748607,329,0.19,0.03,0.15
42.068648,-87.748607,park,Google,,,,42.068648-87.748607,329,0.19,0.03,0.15
42.06335,-87.746932,hospital,Google,,,,42.06335-87.746932,329,0.19,0.03,0.15
42.061733,-87.749587,cafe,Google,,,,42.061733-87.749587,329,0.19,0.03,0.15
42.060978,-87.749224,cafe,Google,,,,42.060978-87.749224,329,0.19,0.03,0.15
42.060513,-87.749326,cafe,Google,,,,42.060513-87.749326,329,0.19,0.03,0.15
42.0633621,-87.7526523,park,Google,,,,42.0633621-87.7526523,329,0.19,0.03,0.15
42.063399,-87.752482,park,Google,,,,42.063399-87.752482,329,0.19,0.03,0.15
42.0549565,-87.6949359,park,Google,,,,42.0549565-87.6949359,329,0.19,0.03,0.15
42.054975,-87.694858,park,Google,,,,42.054975-87.694858,329,0.19,0.03,0.15
42.057118,-87.697418,park,Google,,,,42.057118-87.697418,329,0.19,0.03,0.15
42.052605,-87.69385,park,Google,,,,42.052605-87.69385,329,0.19,0.03,0.15
42.0480217,-87.6960139,park,Google,,,,42.0480217-87.6960139,329,0.19,0.03,0.15
42.049907,-87.693186,park,Google,,,,42.049907-87.693186,329,0.19,0.03,0.15
42.048018,-87.696348,park,Google,,,,42.048018-87.696348,329,0.19,0.03,0.15
42.0543529,-87.7034056,park,Google,,,,42.0543529-87.7034056,329,0.19,0.03,0.15
42.056542,-87.700789,park,Google,,,,42.056542-87.700789,329,0.19,0.03,0.15
42.056648,-87.700882,park,Google,,,,42.056648-87.700882,329,0.19,0.03,0.15
42.056274,-87.703152,park,Google,,,,42.056274-87.703152,329,0.19,0.03,0.15
42.0563593,-87.7032516,park,Google,,,,42.0563593-87.7032516,329,0.19,0.03,0.15
42.050741,-87.7083327,park,Google,,,,42.050741-87.7083327,329,0.19,0.03,0.15
42.05383,-87.70457,park,Google,,,,42.05383-87.70457,329,0.19,0.03,0.15
42.04959,-87.701019,park,Google,,,,42.04959-87.701019,329,0.19,0.03,0.15
42.0440439,-87.6942429,park,Google,,,,42.0440439-87.6942429,329,0.19,0.03,0.15
42.04404,-87.694289,park,Google,,,,42.04404-87.694289,329,0.19,0.03,0.15
42.04013,-87.693484,library,Google,,,,42.04013-87.693484,329,0.19,0.03,0.15
42.041025,-87.699122,library,Google,,,,42.041025-87.699122,329,0.19,0.03,0.15
42.041013,-87.699915,hospital,Google,,,,42.041013-87.699915,329,0.19,0.03,0.15
